"year","unit_id","county_cn","co2_million_tons","gdp_100m_yuan","primary_industry_100m_yuan","secondary_industry_100m_yuan","tertiary_industry_100m_yuan","industry_100m_yuan","construction_100m_yuan","resident_population_10k","urban_population_10k","rural_population_10k","fixed_asset_investment_100m_yuan","real_estate_development_100m_yuan","budget_revenue_10k_yuan","vat_10k_yuan","enterprise_income_tax_10k_yuan","individual_income_tax_10k_yuan","budget_expenditure_10k_yuan","general_public_service_exp_10k_yuan","education_exp_10k_yuan","science_technology_exp_10k_yuan","agri_forestry_water_exp_10k_yuan","retail_sales_100m_yuan","fixed_asset_investment_growth_pct","real_estate_development_growth_pct","industrial_va_growth_pct","light_industry_growth_pct","heavy_industry_growth_pct","retail_sales_growth_pct","per_capita_gdp_yuan","urbanization_rate_pct","co2_ton_per_10000_yuan","secondary_industry_share","tertiary_industry_share","industry_share","budget_revenue_gdp_ratio","budget_expenditure_gdp_ratio","co2_per_capita_ton","retail_per_capita_yuan"
"2016","350627","南靖县","1.80226613931337","242.87","50.78","116.02","76.08","105.18","10.84","34.5","17.11","17.39","246.4","232.87","81850","15578","7025","5292","230636","19507","39043","2471","31810","423280","19.4","23.6",,,,"11.2","70397.1014492754","49.5942028985507","0.74207030070135","0.477704121546506","0.313254004199778","0.433071190348746","0.0337011569975707","0.0949627372668506","5.22395982409672","122689855.072464"
"2017","350627","南靖县","1.80595420038781","286.48","58.3","135.64","92.54","123.09","12.55","34.8","17.68","17.12","315.5","306.58","80213","26009","-10","5026","267082","22733","56548","1229","42062","459634","28","31.7","9.1","14.8","3","13.3","82321.8390804598","50.8045977011494","0.630394512841319","0.47347109745881","0.323024294889696","0.429663501815135","0.02799951130969","0.0932288466908685","5.18952356433279","132078735.632184"
"2018","350627","南靖县","1.95606967565977","314.79","59.79","150.29","104.71","134.64","15.65","35.08","18.24","16.84",,,"83657","32318","-7","5906","273161","24486","53762","1405","35977","531701",,,"9.3","9.5","9.1","15.7","89734.8916761688","51.9954389965792","0.621388759382372","0.477429397376028","0.332634454715842","0.427713713904508","0.026575494774294","0.0867756281965755","5.57602530119661","151568129.988598"
"2019","350627","南靖县","2.07875903106823","374.84","69.6","185.13","120.11","161.99","23.14","35.34","19.26","16.08",,,"89769","33838","12328","2176","277625","29629","46895","2649","45678","1355039",,,"9.6","7.4","11.4","12.2","106066.779852858","54.4991511035654","0.554572359158102","0.493890726710063","0.320430050154733","0.432157720627468","0.0239486180770462","0.0740649343719987","5.88217043313025","383429258.630447"
"2020","350627","南靖县","2.10364077621182","345.33","75.29","154.65","115.39","131.57","23.13","30.5","16.13","14.37",,,"82004","28055","6602","2520","287982","32130","60174","1307","36866","1038237",,,"-15","-20.4","-10.9","-8.4","113222.950819672","52.8852459016393","0.609168266936501","0.447832508035792","0.334144151970579","0.380997886079981","0.0237465612602438","0.0833932759968726","6.89718287282564","340405573.770492"
"2021","350627","南靖县","2.19025243394884","365.9","74.76","167.03","124.12","145.96","21.12","30.56","16.56","14","140.17","30.72","98057","36539","9103","2346","233050","26434","44046","1856","18229","109.59","19.1","115.8","0.1","-0.2","0.3","5.6","119731.67539267","54.1884816753927","0.598593176810287","0.456490844493031","0.339218365673681","0.398906805138016","0.0267988521453949","0.0636922656463515","7.16705639381165","35860.6020942408"
"2013","350628","平和县","1.62888161869727","140.44","50.11","40.31","30.42","9.89","50.02","49.7","20.2","29.5","96.49","85.14",,,,,,,,,,"528468","35.6","35.5",,,,"11.8","28257.5452716298","40.6438631790744","1.1598416538716","0.287026488180006","0.216604955853033","0.0704215323269724",,,"3.27742780421986","106331589.537223"
"2014","350628","平和县","1.83352921366055","159.84","52.57","48.43","58.84","36.27","12.16","50.01","20.75","29.26","123.8","109.75",,,,,,,,,,"475250","28.3","28.9",,,,"11.2","31961.6076784643","41.4917016596681","1.14710286139924","0.30299049049049","0.368118118118118","0.226914414414414",,,"3.66632516228864","95030993.8012397"
"2015","350628","平和县","2.04956513793858","172.72","51.74","53.25","67.74","40.47","12.78","50.4","21.5","28.9","151.37","134.17","56999","6184","8112","3674","264659","16772","64669","3599","39791","491773","22.3","22.2","46.45","21.66","24.8","10.7","34269.8412698413","42.6587301587302","1.18664030681947","0.308302454840204","0.39219546086151","0.234309865678555","0.0330008105604447","0.153230083371931","4.06659749590988","97574007.9365079"
"2016","350628","平和县","2.00679380467935","195.04","57.57","60.2","77.27","45.87","14.33","51.36","22.65","28.71","179.62","165.39","57961","9757","3993","3396","299336","15842","61013","3993","52357","526830","18.7","23.3",,,,"8.5","37975.0778816199","44.1004672897196","1.02891396876505","0.308654634946678","0.396175143560295","0.235182526661198","0.0297174938474159","0.153474159146842","3.90730880973394","102575934.579439"
"2017","350628","平和县","2.03833832601716","202.43","41.44","70.17","90.82","53.47","16.7","51.8","23.62","28.18","214.31","204.2","59127","16225","3","4254","355690","20243","69366","2962","56283","575697","19.3","23.5","9","9.5","8.5","10.1","39079.1505791506","45.5984555984556","1.00693490392588","0.346638344118955","0.448648915674554","0.264140690609099","0.0292086153238156","0.175710122017488","3.9350160733922","111138416.988417"
"2018","350628","平和县","1.97938569248672","226.46","45.43","76.38","104.64","57.62","18.77","52.18","24.52","27.66",,,"61551","18501","-1","5954","341767","25533","60883","1405","56547","644291",,,"9.4","9.2","9.6","11.9","43399.7700268302","46.9911843618245","0.87405532654187","0.337278106508876","0.462068356442639","0.254437869822485","0.0271796343725161","0.150917159763314","3.79338001626432","123474702.951322"
"2019","350628","平和县","2.08721385650385","276.68","52.37","89.31","135","73.83","15.47","52.4","25.94","26.46",,,"63191","19837","5352","1414","354841","28397","65281","1338","58542","1064475",,,"9.4","4.1","15.1","7","52801.5267175573","49.5038167938931","0.754378291348796","0.322791672690473","0.487928292612404","0.26684256180425","0.0228390198062744","0.128249602428799","3.98323255057987","203144083.969466"
"2020","350628","平和县","2.07958826202958","254.57","48.5","67.17","138.9","54.2","12.97","45.4","21.55","23.85",,,"63393","16530","4484","1088","335089","23796","61956","839","55031","995804",,,"-28.8","-38.2","-24.1","-6.5","56072.6872246696","47.4669603524229","0.816902330215493","0.263856699532545","0.545625957496956","0.212908041010331","0.0249019915936678","0.131629414306478","4.58059088552771","219340088.105727"
"2021","350628","平和县","2.1656235031733","271.49","52.75","76.65","142.09","62.56","14.09","45.3","21.97","23.33","94.46","5.9","63764","17594","3757","990","243126","16823","54610","3986","27587","104.6","13.5","-41.8","9.5","6.9","11.5","5","59931.5673289183","48.4988962472406","0.797680762891193","0.282330840914951","0.523371026557148","0.230432060112711","0.0234866845924343","0.0895524697042248","4.78062583481965","23090.5077262693"
"2013","350629","华安县","1.62789776719774","80.8","18.6","42.56","35.41","7.15","19.64","16.1","7.4","8.7","95.1","89.2",,,,,,,,,,"184458","27.5","32.2",,,,"18.3","50186.3354037267","45.9627329192547","2.01472495940314","0.526732673267327","0.438242574257426","0.088490099009901",,,"10.1111662558866","114570186.335404"
"2014","350629","华安县","1.71812942091108","90.42","20.06","48.69","21.67","40.06","8.63","16.21","7.93","8.28","100.32","91.33",,,,,,,,,,"180931","5.5","2.4",,,,"11.8","55780.3824799506","48.9204194941394","1.90016525205826","0.538487060384871","0.239659367396594","0.443043574430436",,,"10.5991944534922","111616903.146206"
"2015","350629","华安县","1.70739405795174","104.65","26.04","53.71","24.9","44.76","8.95","16.3","8.1","8.2","80.26","76.38","40199","5589","6951","2333","132526","9013","21846","1259","35712","225679","-20","-16.4","48.03","19.29","28.73","17.3","64202.4539877301","49.6932515337423","1.63152800568728","0.513234591495461","0.237935977066412","0.427711419015767","0.0384128045867176","0.126637362637363","10.4748101714831","138453374.233129"
"2016","350629","华安县","1.57751430311832","119.18","28.99","60.22","29.97","50.41","9.81","16.41","8.33","8.08","100.49","96.4","43477","12036","1917","1982","149286","12669","24297","1320","24973","262457","25.2","26.2",,,,"17","72626.4472882389","50.7617306520414","1.32364012679839","0.505286121832522","0.251468367175701","0.422973653297533","0.0364801141131062","0.125260949823796","9.6131279897521","159937233.394272"
"2017","350629","华安县","1.70721138851599","131.48","27.23","70.67","33.59","59.39","11.28","16.6","8.7","7.9","125.7","125","45966","20490","2","2707","173924","15455","25098","937","21482","295478","25.1","29.7","9.7","12","8.2","13.1","79204.8192771084","52.4096385542169","1.2984570950076","0.53749619714025","0.255476118040767","0.451703681168239","0.0349604502585945","0.132281715850319","10.2844059549156","177998795.180723"
"2018","350629","华安县","2.42393286526202","146.64","30.16","77.18","39.3","63.67","13.5","16.7","8.8","7.9",,,"49036","23005","-1","2824","185315","17549","27942","897","21131","342380",,,"9.5","10.7","8.4","15.9","87808.3832335329","52.6946107784431","1.6529820412316","0.52632296781233","0.268003273322422","0.434192580469176","0.0334397163120567","0.126374113475177","14.5145680554612","205017964.071856"
"2019","350629","华安县","2.64294998939235","175.83","33.67","94.29","47.87","83.57","10.71","16.61","8.89","7.72",,,"49299","22565","3170","651","160840","21050","24841","785","21164","435971",,,"9.2","12.5","6.6","13.9","105857.91691752","53.5219747140277","1.50312801535139","0.536256611499744","0.272251606665529","0.475288631064096","0.028037877495308","0.0914747198999033","15.9118000565464","262475015.051174"
"2020","350629","华安县","2.76946615738926","170.76","35.73","87.87","47.16","77.9","9.97","13.4","7.14","6.26",,,"54008","17960","4060","572","147034","16517","23767","484","21452","411765",,,"-6","-26.3","3.7","-5.6","127432.835820896","53.2835820895522","1.62184712894663","0.514581869290232","0.276177090653549","0.456195830405247","0.0316280159287889","0.0861056453501991","20.6676578909646","307287313.432836"
"2021","350629","华安县","2.64030962407545","190.74","35.18","104.22","51.33","93.66","10.56","13.42","7.2","6.22","76.58","8.13","59457","23538","3890","892","139102","20291","26866","238","10501","45.86","-1.3","-24.4","9.6","8","10.5","11.4","142131.147540984","53.6512667660209","1.38424537279829","0.546398238439761","0.269109782950613","0.491034916640453","0.0311717521233092","0.0729275453496907","19.6744383314117","34172.8763040238"
"2013","350681","龙海市","1.87629628503331","520.24","57.49","293.37","252.44","40.93","169.38","91.8","48","43.8","303.85","247.52",,,,,,,,,,"1193873","2","-3.3",,,,"9.2","56671.0239651416","52.2875816993464","0.360659750313953","0.563912809472551","0.48523758265416","0.0786752268183915",,,"2.0438957353304","130051525.054466"
"2014","350681","龙海市","2.03424091650272","573.9","55.82","325.79","192.29","272.97","52.81","92.47","48.82","43.64","389.72","280.66",,,,,,,,,,"1071230","28.3","13.4",,,,"9.8","62063.3719044014","52.7955012436466","0.354459124673762","0.567677295696114","0.33505837253877","0.475640355462624",,,"2.19989284795363","115846220.395804"
"2015","350681","龙海市","2.1304316969304","640.33","57.54","363.61","219.18","297.08","66.53","93.3","50.34","42.96","501.25","374.07","196595","25076","35723","42810","409836","29299","85481","5787","68760","1126245","28.6","33.3","319.4","192.34","127.06","6.3","68631.2968917471","53.9549839228296","0.332708399876689","0.567847828463449","0.342292255555729","0.463948276669842","0.0307021379601143","0.0640038730029828","2.28342089703151","120712218.649518"
"2016","350681","龙海市","2.08335472604921","723.24","64.42","393.84","264.98","324.92","68.92","93.95","52.71","41.24","571.5","427.94","199023","44052","19103","28172","400562","35327","82006","1222","65540","1260516","14","14.4",,,,"11.4","76981.3730707823","56.104310803619","0.28805855954444","0.544549527127924","0.366379071953985","0.449256125214313","0.0275182512029202","0.0553843813948343","2.21751434385227","134168813.19851"
"2017","350681","龙海市","1.96697478991943","822.61","66.78","456.94","298.89","377.46","79.48","94.9","55.23","39.67","638.11","454.89","225806","61649","439","25103","470071","42894","85850","2042","63585","1411108","11.7","6.3","7.9","6.3","10.6","10.8","86681.77028451","58.1981032665964","0.239113892357184","0.555475863410365","0.363343504212203","0.458856566295085","0.0274499459038913","0.0571438470234984","2.07268154891405","148694204.425711"
"2018","350681","龙海市","1.82426100565129","908.35","73.26","489.07","346.03","401.36","87.71","95.64","57.19","38.45",,,"213970","74375","-9","37741","387684","43272","91195","2458","35978","1571750",,,"8.9","7.8","10.4","11.3","94975.9514847344","59.7971560016729","0.200832389018692","0.538415808884241","0.380943468927176","0.441856112731876","0.0235558980569164","0.0426800242197391","1.90742472360026","164340234.211627"
"2019","350681","龙海市","2.59927305621084","1100.46","79.22","641.77","379.47","486.51","155.26","96.31","58.27","38.04",,,"240225","76167","47741","3289","421745","41667","98219","4889","40868","2791215",,,"9.3","7.2","12.6","9.3","114262.27806043","60.5025438687571","0.2361987765308","0.583183396034386","0.344828526252658","0.442096941279101","0.0218295076604329","0.0383244279664867","2.69886102814956","289815699.30433"
"2020","350681","龙海市","1.93447056327214","1115.75","79.99","634.95","400.81","486.54","151.01","95.3","58.37","36.93",,,"248331","76322","43110","3893","437226","36735","95031","2579","45127","2476063",,,"3.8","2.6","16.5","-0.9","117077.649527807","61.2486883525708","0.173378495475881","0.569079094779297","0.359229218014788","0.436065426842931","0.0222568675778624","0.0391867353797894","2.02987467289836","259817733.473242"
"2021","350681","龙海市","2.51507155942189","1265.78","80.87","790.88","394.03","625.14","168.2","95.51","60.46","35.05","410.36","140.15","249471","66074","55054","3523","403449","40796","101881","1342","26554","264.32","-2.5","-26.5","14.4","-14.4","49.2","6.8","132528.53104387","63.3022720134017","0.198697369165407","0.624816318791575","0.311294221744695","0.493877293052505","0.0197088751599804","0.0318735483259334","2.63330704577729","27674.5890482672"
"2013","350702","延平区","1.90768073380357","241.32","33.77","127.66","85.27","42.39","79.89","46.9","30.9","16","130.94","99.38",,,,,,,,,,"915129","22","12.9",,,,"11.6","51454.157782516","65.8848614072495","0.790519117273152","0.529007127465606","0.353348251284601","0.175658876181004",,,"4.0675495390268","195123454.157782"
"2014","350702","延平区","1.9783397080987","263.46","33.33","138.42","91.71","86.28","52.15","47","31.07","15.93","202.8","165.8",,,,,,,,,,"1012441","14.8","17.8",,,,"11.6","56055.3191489362","66.1063829787234","0.750907047786647","0.525392849009337","0.348098383056251","0.327488043725803",,,"4.2092334214866","215412978.723404"
"2015","350702","延平区","1.0299970945992","277.06","35.04","137.96","104.06","82.06","55.91","47.2","31.4","15.8","230.73","207.69","68828","5694","13367","9718","208602","13916","40979","2260","45832","1177410","13.8","25.3","62.32","25.54","36.78","12.7","58699.1525423729","66.5254237288135","0.371759580812532","0.497942683895185","0.375586515556197","0.296181332563344","0.0248422724319642","0.0752912726485238","2.18219723432034","249451271.186441"
"2016","350702","延平区","1.25361425478067","298.66","38.72","146.36","113.58","87.99","58.37","47.5","31.92","15.58","152.36","120.66","68932","12262","6808","6702","223322","16181","51578","2475","49465","1331818","-22.2","-31",,,,"12.3","62875.7894736842","67.2","0.419746284999889","0.490055581597804","0.380298667380968","0.294615951248912","0.0230804259023639","0.074774660148664","2.63918790480141","280382736.842105"
