"year","county_cn","official_area_cn","source_title","source_url","variable_group","gdp_100m_yuan","primary_industry_100m_yuan","secondary_industry_100m_yuan","tertiary_industry_100m_yuan","industry_100m_yuan","construction_100m_yuan","per_capita_gdp_yuan","resident_population_10k","urban_population_10k","rural_population_10k","urbanization_rate_pct","fixed_asset_investment_100m_yuan","fixed_asset_investment_growth_pct","real_estate_development_100m_yuan","real_estate_development_growth_pct","budget_revenue_10k_yuan","vat_10k_yuan","enterprise_income_tax_10k_yuan","individual_income_tax_10k_yuan","budget_expenditure_10k_yuan","general_public_service_exp_10k_yuan","education_exp_10k_yuan","science_technology_exp_10k_yuan","agri_forestry_water_exp_10k_yuan","industrial_va_growth_pct","light_industry_growth_pct","heavy_industry_growth_pct","retail_sales_100m_yuan","retail_sales_growth_pct"
"2017","海沧区","海沧区","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"35.6","32.43","3.17","91.1",,,,,,,,,,,,,,,,,,
"2017","海沧区","海沧区","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1492508","-5.2"
"2017","涵江区","涵江区","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"270492","30656","74374","3538","17993",,,,,
"2017","涵江区","涵江区","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"221174","63213","96","33969",,,,,,,,,,
"2017","涵江区","涵江区","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"485.73","25.3","402.15","23.5",,,,,,,,,,,,,,
"2017","涵江区","涵江区","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","477.22","13.35","289.97","173.89","261.56","31.04","98092",,,,,,,,,,,,,,,,,,,,,,
"2017","涵江区","涵江区","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"8.2","9.3","5.6",,
"2017","涵江区","涵江区","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"48.7","38.28","10.42","78.6",,,,,,,,,,,,,,,,,,
"2017","涵江区","涵江区","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1216156","10.3"
"2017","湖里区","湖里区","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"655546","60193","121044","5649","3394",,,,,
"2017","湖里区","湖里区","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"438218","123275","81","102466",,,,,,,,,,
"2017","湖里区","湖里区","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"359.43","-2.1","308.18","9.7",,,,,,,,,,,,,,
"2017","湖里区","湖里区","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","956.25",,"408.56","547.7","378.19","50.61","92976",,,,,,,,,,,,,,,,,,,,,,
"2017","湖里区","湖里区","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"8.3","2.8","9.5",,
"2017","湖里区","湖里区","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"103.3","103.3",,"100",,,,,,,,,,,,,,,,,,
"2017","湖里区","湖里区","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3644176","-0.4"
"2017","华安县","华安县","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"173924","15455","25098","937","21482",,,,,
"2017","华安县","华安县","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"45966","20490","2","2707",,,,,,,,,,
"2017","华安县","华安县","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"125.7","25.1","125","29.7",,,,,,,,,,,,,,
"2017","华安县","华安县","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","131.48","27.23","70.67","33.59","59.39","11.28","79662",,,,,,,,,,,,,,,,,,,,,,
"2017","华安县","华安县","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"9.7","12","8.2",,
"2017","华安县","华安县","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"16.6","8.7","7.9","52.4",,,,,,,,,,,,,,,,,,
"2017","华安县","华安县","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"295478","13.1"
"2017","惠安县","惠安县","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"540869","35158","132912","10500","59974",,,,,
"2017","惠安县","惠安县","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"352939","146668","134","71381",,,,,,,,,,
"2017","惠安县","惠安县","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"523.44","6.8","447.68","4.3",,,,,,,,,,,,,,
"2017","惠安县","惠安县","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","949.31","29.6","644.9","274.81","559.61","85.32","94177",,,,,,,,,,,,,,,,,,,,,,
"2017","惠安县","惠安县","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"9.2","14.6","3.6",,
"2017","惠安县","惠安县","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"101.3","58.55","42.75","57.8",,,,,,,,,,,,,,,,,,
"2017","惠安县","惠安县","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2737609","8.8"
"2017","集美区","集美区","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"564315","44840","159549","21457","41211",,,,,
"2017","集美区","集美区","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"312708","76991","38","58491",,,,,,,,,,
"2017","集美区","集美区","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"375.53","-0.6","206.93","16.2",,,,,,,,,,,,,,
"2017","集美区","集美区","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","618.51","2.34","299.41","316.76","250.05","49.36","93008",,,,,,,,,,,,,,,,,,,,,,
"2017","集美区","集美区","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"9.3","3.6","11.9",,
"2017","集美区","集美区","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"67.4","58.84","8.56","87.3",,,,,,,,,,,,,,,,,,
"2017","集美区","集美区","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1293929","13.2"
"2017","建宁县","建宁县","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"186882","13348","24894","1758","34871",,,,,
"2017","建宁县","建宁县","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"31813","6192",,"2407",,,,,,,,,,
"2017","建宁县","建宁县","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"131.52","17.4","129.07","17.9",,,,,,,,,,,,,,
"2017","建宁县","建宁县","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","95.31","15.15","48.67","31.49","25.49","23.18","77645",,,,,,,,,,,,,,,,,,,,,,
"2017","建宁县","建宁县","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"8.5","8.2","8.9",,
"2017","建宁县","建宁县","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"12.3","5.46","6.84","44.4",,,,,,,,,,,,,,,,,,
"2017","建宁县","建宁县","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"241212","11.8"
"2017","建瓯市","建瓯市","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"323013","17310","62801","10368","45913",,,,,
"2017","建瓯市","建瓯市","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"83040","23434","402","4949",,,,,,,,,,
"2017","建瓯市","建瓯市","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"313.95","19.7","295.51","19.5",,,,,,,,,,,,,,
"2017","建瓯市","建瓯市","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","237.2","44.33","97.06","95.81","71.83","25.23","52247",,,,,,,,,,,,,,,,,,,,,,
"2017","建瓯市","建瓯市","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"7.9","9.6","5.6",,
"2017","建瓯市","建瓯市","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"45.5","22.98","22.52","50.5",,,,,,,,,,,,,,,,,,
"2017","建瓯市","建瓯市","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"860650","13.1"
"2017","建阳市","建阳区","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"293976","19626","57920","2454","48601",,,,,
"2017","建阳市","建阳区","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"117092","25515","142","8242",,,,,,,,,,
"2017","建阳市","建阳区","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"344.17","24.8","292.67","30.4",,,,,,,,,,,,,,
"2017","建阳市","建阳区","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","186.92","34.46","91.22","61.24","75.6","15.61","59434",,,,,,,,,,,,,,,,,,,,,,
"2017","建阳市","建阳区","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"6.8","8.8","4.2",,
"2017","建阳市","建阳区","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"31.7","18.16","13.54","57.3",,,,,,,,,,,,,,,,,,
"2017","建阳市","建阳区","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"601638","12.4"
"2017","将乐县","将乐县","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"206007","23477","39069","5042","34242",,,,,
"2017","将乐县","将乐县","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"64493","14071","165","2754",,,,,,,,,,
"2017","将乐县","将乐县","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"142.99","16.8","132.76","18.3",,,,,,,,,,,,,,
"2017","将乐县","将乐县","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","121.22","16.11","66.46","38.65","48.16","18.3","79961",,,,,,,,,,,,,,,,,,,,,,
"2017","将乐县","将乐县","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"8.7","25","1.3",,
"2017","将乐县","将乐县","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"15.2","8.33","6.87","54.8",,,,,,,,,,,,,,,,,,
"2017","将乐县","将乐县","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"252576","11.7"
"2017","蕉城区","蕉城区","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"326152","33913","67998","715","42811",,,,,
"2017","蕉城区","蕉城区","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"141850","49073","207","27739",,,,,,,,,,
"2017","蕉城区","蕉城区","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"328.65","10.8","267.91","11",,,,,,,,,,,,,,
"2017","蕉城区","蕉城区","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","390.61","38.71","199.86","152.03","144.18","55.82","87385",,,,,,,,,,,,,,,,,,,,,,
"2017","蕉城区","蕉城区","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"23.1","33.9","-9.2",,
"2017","蕉城区","蕉城区","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"44.8","28.9","15.9","64.5",,,,,,,,,,,,,,,,,,
"2017","蕉城区","蕉城区","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1367272","12.4"
"2017","晋安区","晋安区","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"343262","29122","59076","3302","13550",,,,,
"2017","晋安区","晋安区","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"281456","64933","94","49021",,,,,,,,,,
"2017","晋安区","晋安区","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"659.89","17.7","407.15","16.9",,,,,,,,,,,,,,
"2017","晋安区","晋安区","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","642.62","5.32","213.94","423.36","137.23","77.22","74680",,,,,,,,,,,,,,,,,,,,,,
"2017","晋安区","晋安区","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"7.9","10","5.6",,
"2017","晋安区","晋安区","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"86.6","86.17","0.43","99.5",,,,,,,,,,,,,,,,,,
"2017","晋安区","晋安区","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"7200933","12"
"2017","晋江市","晋江市","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"1458274","75646","288511","35900","140961",,,,,
"2017","晋江市","晋江市","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"1267697","457512","-96","182394",,,,,,,,,,
"2017","晋江市","晋江市","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"1028.86","12.5","863.8","20",,,,,,,,,,,,,,
"2017","晋江市","晋江市","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","1981.5","19.88","1195.33","766.29","1123.36","74.06","94470",,,,,,,,,,,,,,,,,,,,,,
"2017","晋江市","晋江市","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"7.3","6.6","10.1",,
"2017","晋江市","晋江市","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"210.3","139.01","71.29","66.1",,,,,,,,,,,,,,,,,,
"2017","晋江市","晋江市","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6672800","12.3"
"2017","鲤城区","鲤城区","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"127210","12210","40636","2919","2101",,,,,
"2017","鲤城区","鲤城区","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"104270","42735","130","18416",,,,,,,,,,
"2017","鲤城区","鲤城区","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"156.87","8.1","112.91","-0.7",,,,,,,,,,,,,,
"2017","鲤城区","鲤城区","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","464.96","0.12","266.25","198.59","244.98","21.42","106582",,,,,,,,,,,,,,,,,,,,,,
"2017","鲤城区","鲤城区","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"7.5","6.6","12.7",,
"2017","鲤城区","鲤城区","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"43.9","43.9",,"100",,,,,,,,,,,,,,,,,,
"2017","鲤城区","鲤城区","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"4172850","12.1"
"2017","荔城区","荔城区","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"304208","22588","89671","10325","22763",,,,,
"2017","荔城区","荔城区","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"247326","74921","1561","37773",,,,,,,,,,
"2017","荔城区","荔城区","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"362.41","22","243.96","28.2",,,,,,,,,,,,,,
"2017","荔城区","荔城区","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","408.79","14.75","239.23","154.8","195.76","45.21","78313",,,,,,,,,,,,,,,,,,,,,,
"2017","荔城区","荔城区","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"8.1","8.4","6.1",,
"2017","荔城区","荔城区","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"52.3","37.97","14.33","72.6",,,,,,,,,,,,,,,,,,
"2017","荔城区","荔城区","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1886981","12.5"
"2017","连城县","连城县","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"258712","19469","56169","3202","51325",,,,,
"2017","连城县","连城县","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"47794","14535","29","5603",,,,,,,,,,
"2017","连城县","连城县","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"263.09","19.5","251.38","22.1",,,,,,,,,,,,,,
"2017","连城县","连城县","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","183.36","31.17","75.82","76.36","63.88","11.94","74235",,,,,,,,,,,,,,,,,,,,,,
"2017","连城县","连城县","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"9.5","8.9","10.8",,
"2017","连城县","连城县","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"24.7","11.76","12.94","47.6",,,,,,,,,,,,,,,,,,
"2017","连城县","连城县","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"603301","13.9"
"2017","连江县","连江县","20-10 一般公共预算支出（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2010.htm","budget_expenditure",,,,,,,,,,,,,,,,,,,,"653191","50110","150805","4258","101286",,,,,
"2017","连江县","连江县","20-9 地方一般公共预算收入（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2009.htm","budget_revenue",,,,,,,,,,,,,,,,"315343","75045","19","37251",,,,,,,,,,
"2017","连江县","连江县","20-6 固定资产投资（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2006.htm","fixed_asset_investment",,,,,,,,,,,,"441.96","-6.8","377.1","-3.7",,,,,,,,,,,,,,
"2017","连江县","连江县","20-1 地区生产总值（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2001.htm","gdp","430.36","127.19","186.44","116.73","166.67","20.35","73566",,,,,,,,,,,,,,,,,,,,,,
"2017","连江县","连江县","20-12 规模以上工业增加值增速（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2012.htm","industrial_va_growth",,,,,,,,,,,,,,,,,,,,,,,,,"7.2","8.4","6",,
"2017","连江县","连江县","20-4 年末常住人口数（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2004.htm","population",,,,,,,,"58.8","27.11","31.69","46.1",,,,,,,,,,,,,,,,,,
"2017","连江县","连江县","20-17 社会消费品零售总额（2017年）","http://tjj.fujian.gov.cn/tongjinianjian/dz2018/cn/html/2017.htm","retail_sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1565511","14.5"
